K,date,tickers,weight method 1,weight method 2
11,2003-07-07,WFC,0.19163966845615277,0.18561565328499255
11,2003-10-06,AMZN,0.01990543111424085,0.07533438532055321
11,2003-10-06,C,0.24071846945381498,0.17528810984709642
11,2003-10-06,CSCO,0.1892183175742706,0.13640738238997901
11,2003-10-06,EXC,0.04543695320711827,0.20669263589997633
11,2003-10-06,GE,0.09621668099649046,0.09653419881064727
11,2003-10-06,MDLZ,0.028728009515976337,0.01691589662815643
11,2003-10-06,T,0.030268415077579658,3.6848196264402324e-08
11,2003-10-06,TXN,0.1202327550539178,0.09959784546165619
11,2003-10-06,UNH,0.027393088815561014,0.03721697009713651
11,2003-10-06,UNP,0.062795082420726,0.04843840692288135
11,2003-10-06,WMT,0.13908679677030403,0.1075741317737211
