K,date,tickers,weight
11,2015-04-06,CVX,1.5905508461463015e-06
11,2015-04-06,DUK,2.9649340237676114e-07
11,2015-04-06,GOOG,0.07179348138714117
11,2015-04-06,LOW,0.48237314273816345
11,2015-04-06,MA,2.0270404395855528e-05
11,2015-04-06,MMM,1.463247651398462e-06
11,2015-04-06,MRK,1.4327411980250438e-06
11,2015-04-06,PG,2.489145426664793e-07
11,2015-04-06,TXN,0.21800027597999425
11,2015-04-06,VZ,0.22780701356329688
11,2015-04-06,WFC,7.839793630744392e-07
11,2015-07-06,AVGO,0.07807075229048081
11,2015-07-06,C,0.6054888560746287
11,2015-07-06,COP,3.164362502071843e-08
11,2015-07-06,CRM,6.781633349166056e-07
11,2015-07-06,GOOG,3.4417985382918564e-08
11,2015-07-06,HD,4.840117696795819e-08
11,2015-07-06,IBM,2.0892635013721838e-07
11,2015-07-06,MDT,2.8466647842394227e-08
11,2015-07-06,MMM,2.7376741898066002e-08
11,2015-07-06,NEE,4.245261853204075e-08
11,2015-07-06,PM,0.3164392917864209
11,2015-10-06,AXP,0.05502631927033876
11,2015-10-06,CL,0.0619570174475517
11,2015-10-06,CMCSA,0.023875639107692217
11,2015-10-06,COF,0.020660454907166642
11,2015-10-06,CVX,0.05012164014471574
11,2015-10-06,DUK,0.055864967307378534
11,2015-10-06,GOOG,0.08063991714145938
11,2015-10-06,HON,0.31985159029825916
11,2015-10-06,JPM,0.0014804891831088794
11,2015-10-06,PFE,0.0010004639388237861
11,2015-10-06,SBUX,0.329521501253546
11,2016-01-06,BMY,0.0676799860977254
11,2016-01-06,CVX,0.058713954599431
11,2016-01-06,DHR,0.06787218334562832
11,2016-01-06,EMR,0.08702204175439296
11,2016-01-06,GOOGL,0.28402240749454016
11,2016-01-06,LOW,0.08669568232072783
11,2016-01-06,MA,0.004420559478859691
11,2016-01-06,NVDA,0.055229582735346644
11,2016-01-06,PEP,0.12095874702288985
11,2016-01-06,SO,0.042545992638767065
11,2016-01-06,WFC,0.12483886251169454
11,2016-04-06,ABT,1.8544397288890158e-07
11,2016-04-06,ADBE,0.12627642694092822
11,2016-04-06,AMGN,0.04424130717684178
11,2016-04-06,AXP,1.0869770952592653e-07
11,2016-04-06,C,2.0259130633397746e-07
11,2016-04-06,CVX,0.02408802239772508
11,2016-04-06,GOOGL,0.10036479970023668
11,2016-04-06,NEE,0.02664519468874628
11,2016-04-06,ORCL,0.4142795323002137
11,2016-04-06,PEP,0.00020733760659557687
11,2016-04-06,T,0.2638968824558716
11,2016-07-06,AMGN,0.05404403575368357
11,2016-07-06,COST,5.310833765142121e-06
11,2016-07-06,DUK,2.0479706618497986e-05
11,2016-07-06,EMR,3.0410628688934275e-06
11,2016-07-06,GOOGL,3.1013084828471595e-06
11,2016-07-06,HD,5.710940227513601e-06
11,2016-07-06,MET,2.6264499055523053e-06
11,2016-07-06,PEP,7.190894829008651e-06
11,2016-07-06,T,0.5726335749901719
11,2016-07-06,TSLA,3.1715497544744205e-06
11,2016-07-06,TXN,0.3732717565096874
11,2016-10-06,C,0.1982766396943959
11,2016-10-06,CVS,8.637198319275444e-05
11,2016-10-06,CVX,0.00010636775602859303
11,2016-10-06,DUK,0.0001069757333906332
11,2016-10-06,GM,0.06565643995301189
11,2016-10-06,GOOG,0.443687681822437
11,2016-10-06,IBM,0.14736423966879963
11,2016-10-06,LOW,1.130080354431914e-06
11,2016-10-06,MO,3.8238944171713695e-06
11,2016-10-06,TMO,0.09718637604657036
11,2016-10-06,UPS,0.047523953367395975
11,2017-01-06,ABT,0.02235316871966395
11,2017-01-06,COP,0.00231065257546491
11,2017-01-06,F,0.022981880662642153
11,2017-01-06,GOOGL,0.1665504877306094
11,2017-01-06,GS,0.27124718071663473
11,2017-01-06,HD,0.06444820622592931
11,2017-01-06,PEP,0.13818745347695374
11,2017-01-06,PFE,0.03521859916450509
11,2017-01-06,SO,0.12853752740589816
11,2017-01-06,TXN,0.12626501228766554
11,2017-01-06,UPS,0.021899831034021242
11,2017-04-06,BAC,3.871670970564355e-10
11,2017-04-06,COP,2.867443594339369e-10
11,2017-04-06,GOOG,3.3167116108011622e-09
11,2017-04-06,HON,2.7809576772486404e-09
11,2017-04-06,MA,0.06817153958354016
11,2017-04-06,PEP,0.19960460668922103
11,2017-04-06,PFE,1.593323041274579e-09
11,2017-04-06,SO,2.461145950870671e-09
11,2017-04-06,TMO,9.975947547265652e-07
11,2017-04-06,TMUS,0.732222843262887
11,2017-04-06,WMT,2.0435377773810074e-09
11,2017-07-06,BAC,5.170814904985416e-07
11,2017-07-06,BLK,0.8708711113655963
11,2017-07-06,CVS,3.8048095694596126e-07
11,2017-07-06,CVX,2.5373041308662765e-07
11,2017-07-06,DUK,7.176961023503629e-07
11,2017-07-06,FB,0.04731047438153655
11,2017-07-06,GD,0.00013549504863826986
11,2017-07-06,GILD,7.843525559431369e-07
11,2017-07-06,MA,0.08167689188610244
11,2017-07-06,PM,3.2423663314859593e-06
11,2017-07-06,VZ,1.3161027627614645e-07
11,2018-01-05,CSCO,0.03734945523614544
11,2018-01-05,DUK,5.7253950014444765e-08
11,2018-01-05,GILD,1.7968948533917997e-08
11,2018-01-05,GOOG,0.30518710565900187
11,2018-01-05,HON,3.3668963771643835e-07
11,2018-01-05,JPM,0.07452450631625566
11,2018-01-05,LOW,0.19920777720226437
11,2018-01-05,MA,0.004498720853384858
11,2018-01-05,PEP,0.3792313247517426
11,2018-01-05,UPS,4.146822018092525e-08
11,2018-01-05,XOM,6.566006452530463e-07
11,2018-04-06,AMT,0.12711171381088515
11,2018-04-06,CHTR,7.709300931255179e-08
11,2018-04-06,CSCO,0.45680024562933347
11,2018-04-06,CVX,4.081512801983362e-08
11,2018-04-06,DUK,4.2606949277977505e-08
11,2018-04-06,GE,8.657730945107713e-09
11,2018-04-06,GOOG,1.523126536271389e-06
11,2018-04-06,JPM,0.41608534726072705
11,2018-04-06,KO,1.9324855044821113e-07
11,2018-04-06,PFE,7.733770401257114e-07
11,2018-04-06,SPG,3.437434473917023e-08
11,2018-07-06,CAT,1.4668443432590766e-08
11,2018-07-06,CMCSA,9.736022139706589e-08
11,2018-07-06,COP,0.161460156344738
11,2018-07-06,CVS,5.989672996012136e-07
11,2018-07-06,DHR,3.346956745185821e-08
11,2018-07-06,JPM,2.066214143086222e-08
11,2018-07-06,LLY,0.3255537597588901
11,2018-07-06,MSFT,0.33858551851629143
11,2018-07-06,NEE,4.429665818682848e-05
11,2018-07-06,PG,2.2163668171034734e-07
11,2018-07-06,V,0.1743552819579099
11,2018-10-05,CAT,5.085463978647979e-06
11,2018-10-05,CMCSA,4.590916456904094e-07
11,2018-10-05,COP,0.05605535630022514
11,2018-10-05,CVS,0.125912673154589
11,2018-10-05,KO,0.00020281463017538578
11,2018-10-05,LOW,0.139663693492719
11,2018-10-05,MRK,0.253260413885879
11,2018-10-05,MS,0.008428436755300358
11,2018-10-05,NEE,0.003187526391492046
11,2018-10-05,PYPL,0.14948742107335222
11,2018-10-05,TMO,0.26379611976099465
11,2019-01-07,AMGN,0.10727887354099401
11,2019-01-07,AMT,0.06978269061903108
11,2019-01-07,EXC,1.233994747177323e-06
11,2019-01-07,GE,0.007209799754253427
11,2019-01-07,HON,1.1633826213871016e-05
11,2019-01-07,JPM,0.10511566181349186
11,2019-01-07,LOW,0.06388081991630108
11,2019-01-07,MDLZ,0.00045661852139516033
11,2019-01-07,MO,3.562815010098666e-06
11,2019-01-07,TMO,0.1419535139403136
11,2019-01-07,V,0.5043055912582792
11,2019-04-05,CVS,1.414365486027182e-08
11,2019-04-05,EXC,0.16671091679988606
11,2019-04-05,GM,3.479314024489705e-07
11,2019-04-05,GOOGL,1.0278176167703376e-07
11,2019-04-05,HON,0.7029906009189018
11,2019-04-05,JPM,1.5511929509282106e-07
11,2019-04-05,KHC,2.881981381985444e-08
11,2019-04-05,MA,0.13029381566894496
11,2019-04-05,MRK,8.841812076140591e-08
11,2019-04-05,PG,3.9036717098543845e-06
11,2019-04-05,TMO,2.5726592340192498e-08
11,2019-07-05,BLK,0.11006957862710683
11,2019-07-05,CL,8.72167951078244e-06
11,2019-07-05,COST,0.16997128795055036
11,2019-07-05,GILD,4.331929429683386e-07
11,2019-07-05,MRK,2.509747768003807e-07
11,2019-07-05,MS,3.8975701852116476e-07
11,2019-07-05,MSFT,0.5043934183784391
11,2019-07-05,NEE,0.13941650336103326
11,2019-07-05,NVDA,7.003438683843321e-08
11,2019-07-05,T,0.07613926191482502
11,2019-07-05,XOM,8.412942154870844e-08
11,2019-10-07,CL,4.516855087406056e-08
11,2019-10-07,DUK,0.34615368676482666
11,2019-10-07,GOOG,0.2746994839411589
11,2019-10-07,LOW,0.10182515828646198
11,2019-10-07,MO,3.380042061249867e-08
11,2019-10-07,MRK,1.4790008621206273e-07
11,2019-10-07,MS,1.024131602525585e-07
11,2019-10-07,MSFT,0.07467978585637326
11,2019-10-07,RTX,0.18158758177595197
11,2019-10-07,WBA,0.021053894690570316
11,2019-10-07,XOM,7.940243772040648e-08
11,2020-01-06,AMGN,0.37310400531399274
11,2020-01-06,BLK,0.06618827799638594
11,2020-01-06,GD,1.2042871640472315e-06
11,2020-01-06,HD,0.00011095153428262094
11,2020-01-06,INTC,0.13469021745673065
11,2020-01-06,KO,0.0015249236592950887
11,2020-01-06,MDT,0.0006938567093378928
11,2020-01-06,MS,0.21157211923298788
11,2020-01-06,TGT,0.04684942824237878
11,2020-01-06,V,0.12753706149980157
11,2020-01-06,WMT,0.03772795406765614
11,2020-04-06,AAPL,0.13176822503446436
11,2020-04-06,ADBE,0.26565810240545584
11,2020-04-06,BAC,2.3695249502862607e-08
11,2020-04-06,COST,1.5118833842254088e-07
11,2020-04-06,CVX,0.00518229100625281
11,2020-04-06,DUK,0.010094831139790733
11,2020-04-06,GILD,0.16978182734744204
11,2020-04-06,GOOGL,4.232632508796379e-07
11,2020-04-06,JNJ,1.317764798250431e-05
11,2020-04-06,LOW,0.07330869284324108
11,2020-04-06,V,0.344192254427697
11,2020-07-06,AMZN,0.29969415125625165
11,2020-07-06,BAC,0.17725824580243862
11,2020-07-06,BIIB,1.1873746350828443e-08
11,2020-07-06,CL,1.581216649338183e-07
11,2020-07-06,EXC,0.08342487401796163
11,2020-07-06,HON,0.043668170337822255
11,2020-07-06,MRK,2.5252776069970218e-08
11,2020-07-06,MSFT,0.2903576105258599
11,2020-07-06,TGT,0.0300350288630405
11,2020-07-06,TXN,3.099951971350821e-07
11,2020-07-06,V,0.07556141395324542
11,2020-10-06,ADBE,0.29143942917352117
11,2020-10-06,CVX,2.4786445503099475e-08
11,2020-10-06,DD,7.765035335935449e-09
11,2020-10-06,JNJ,0.029730017143915703
11,2020-10-06,JPM,0.19669005997637434
11,2020-10-06,MA,5.704680889965759e-07
11,2020-10-06,MDLZ,0.14802812098543072
11,2020-10-06,NVDA,0.2973708212518829
11,2020-10-06,RTX,0.024261000203361676
11,2020-10-06,SO,5.683532939760803e-09
11,2020-10-06,TMUS,0.012479942562400582
11,2021-01-06,AXP,0.04198854515537959
11,2021-01-06,CVS,0.022549280005370084
11,2021-01-06,EXC,0.05023031847453068
11,2021-01-06,HD,0.03485391297240926
11,2021-01-06,MDLZ,0.07560832984976562
11,2021-01-06,MET,0.08182520318319567
11,2021-01-06,MSFT,0.3675237939684237
11,2021-01-06,PM,0.050441206314776416
11,2021-01-06,TMO,0.0494800501860262
11,2021-01-06,TSLA,0.20765939042544856
11,2021-01-06,UNH,0.017839969464679258
11,2021-04-06,ADBE,0.3412538938660892
11,2021-04-06,BAC,0.1974575376712524
11,2021-04-06,EXC,0.00014800843251414758
11,2021-04-06,HON,2.7867609484163764e-07
11,2021-04-06,LLY,1.3480379170513902e-06
11,2021-04-06,LOW,0.27789981179022977
11,2021-04-06,MA,3.380621494923457e-05
11,2021-04-06,MRK,1.4102044404699598e-07
11,2021-04-06,PEP,1.775459218280226e-07
11,2021-04-06,TMO,0.010127936734206361
11,2021-04-06,XOM,0.17307706001103584
11,2021-07-06,BIIB,0.044878308789545476
11,2021-07-06,DUK,0.0003076907204846652
11,2021-07-06,GOOGL,0.2532473028668367
11,2021-07-06,HD,0.0522464165725284
11,2021-07-06,KO,0.0002710079478877121
11,2021-07-06,MET,3.1209563575118355e-05
11,2021-07-06,MRK,0.06304746821893903
11,2021-07-06,PYPL,0.27632629960567345
11,2021-07-06,TMO,0.15724002514767627
11,2021-07-06,TXN,2.1356289621880017e-06
11,2021-07-06,XOM,0.15240213493789537
11,2021-10-06,ACN,0.1108290714850373
11,2021-10-06,BMY,6.499812936260822e-07
11,2021-10-06,BRK-B,3.03013091556008e-06
11,2021-10-06,C,0.22727927658308933
11,2021-10-06,DHR,0.20878385625800255
11,2021-10-06,FDX,6.943556852313532e-07
11,2021-10-06,GOOGL,0.3653147392974651
11,2021-10-06,HD,0.08777448019447477
11,2021-10-06,MA,5.263647965114541e-07
11,2021-10-06,MDLZ,4.201353190813519e-06
11,2021-10-06,SO,9.473996057452524e-06
