,,Index Returns,SPY Returns,Return Diff,Index Beta
11,2015-07-06,0.9673591397389202,0.95903842319124,0.008320716547680185,1.127011882545647
11,2015-10-06,1.006702668946176,1.0107494022884747,-0.0040467333422986584,1.0695588420245612
11,2016-01-06,1.0031828076148743,1.030416398098132,-0.027233590483257686,1.0834735972950633
11,2016-04-06,0.9980004920670104,1.0321283862110409,-0.0341278941440305,1.2187635552673357
11,2016-07-06,1.1116148880584547,1.0405931010916876,0.07102178696676709,1.3192593787515987
11,2016-10-06,1.0565120741254137,1.0568578358300778,-0.0003457617046640493,1.1949345006237808
11,2017-01-06,1.0165120655866058,1.044453772077812,-0.027941706491206197,1.1376345845911113
11,2017-04-06,1.0443002247956046,1.0295727090086115,0.01472751578699305,1.4509226368196426
11,2017-07-06,1.1005338568438277,1.052981688856344,0.04755216798748374,1.250274723660847
11,2017-10-06,1.101081098976312,1.0809393630878872,0.020141735888424828,1.1560714404742332
11,2018-01-05,0.9916669707111209,0.9819372636084205,0.00972970710270038,1.188933577030642
11,2018-04-06,1.014805482786868,1.041472372394853,-0.02666688960798491,1.1506507724173187
11,2018-07-06,1.1153670675801977,1.0586315136265028,0.056735553953694895,1.216522834778237
11,2018-10-05,0.9572282556508367,0.8937869023901509,0.06344135326068578,1.606321140009886
11,2019-01-07,1.1676689397188496,1.1483854500692636,0.019283489649585928,1.0928712339539812
11,2019-04-05,1.0558915132796765,1.044333213127219,0.011558300152457512,1.1300459465220947
11,2019-07-05,1.000324183051438,0.9896563167964589,0.010667866254979064,1.3343406692818753
11,2019-10-07,1.1305842578548426,1.1051457679034218,0.02543848995142084,1.1421607842829269
11,2020-01-06,0.8497826543364012,0.826331102496218,0.023451551840183216,1.2012389105923207
11,2020-04-06,1.3460313930852188,1.2830702492352184,0.0629611438500004,1.129134804656856
11,2020-07-06,1.0551424202052184,1.0769966868710523,-0.0218542666658339,1.007539041326257
11,2020-10-06,1.024016297072004,1.07864461836799,-0.05462832129598616,1.4947518891263427
11,2021-01-06,1.1281735222370617,1.0972723599355922,0.030901162301469443,1.1614910941585679
11,2021-04-06,1.1367959477503171,1.0688708876075912,0.06792506014272592,1.2117504505805563
11,2021-07-06,1.0053369845930455,1.005933047033863,-0.0005960624408174464,1.165878358587664
11,2021-10-06,1.0219562774253907,1.0864126699031382,-0.06445639247774748,1.1571730389687385
