,,Index Returns,SPY Returns,Return Diff,Index Beta,Active Risk
11,2000-04-06,0.981466148199233,0.9792585151985161,0.002207633000716802,0.9746687520560685,0.007715358997433806
11,2000-07-06,1.0209052957444609,0.9778180903842904,0.04308720536017052,1.2326016100574781,0.008188315450585779
11,2000-10-06,0.8558717659969306,0.905537676080867,-0.04966591008393639,0.8763670111060904,0.007629818888579086
11,2001-01-05,0.9805620132205328,0.8638149125813857,0.11674710063914717,1.1282170421010163,0.0138011321312827
11,2001-04-06,0.9584505255903587,1.0377101576983967,-0.07925963210803799,1.2647532372625303,0.016291208877558343
11,2001-07-06,0.8983710918709841,0.8845521187247828,0.013818973146201285,1.3301836312696114,0.006170908033841095
11,2001-10-05,1.2420429425950739,1.112544290778612,0.1294986518164618,1.1847142939071844,0.005479799770039222
11,2002-01-07,1.049101432783722,0.9608296904095698,0.08827174237415225,1.080306960983478,0.004875657648895592
11,2002-04-05,0.8785911837236272,0.8845089029304866,-0.005917719206859351,1.0483033107734627,0.004317889489705066
11,2002-07-05,0.8793583554777906,0.8497768391030779,0.029581516374712735,1.1443050868191513,0.004360915302188966
11,2002-10-07,1.0872958917229045,1.164946332030007,-0.07765044030710255,0.9213010097372683,0.008929836853234435
11,2003-01-06,0.948173170450689,0.9696303875829227,-0.021457217132233697,0.9931169918530728,0.006360418243913223
11,2003-04-07,1.1014438536748967,1.1455872575803003,-0.04414340390540361,1.0670801788531428,0.004360838845489417
11,2003-07-07,1.1076670002826219,1.0599579828501344,0.047709017432487455,1.0680664455440516,0.003329626245972268
11,2003-10-06,1.0716077953527372,1.0906110103869826,-0.019003215034245402,1.1766066591929254,0.0034987356231106093
11,2004-01-06,1.0020788010418193,1.0254608996792494,-0.023382098637430015,1.0230882261903635,0.00287772422185424
11,2004-04-06,0.934103691597541,0.9742207911025338,-0.04011709950499276,1.0334484759969451,0.003618096407163351
11,2004-07-06,1.1061232148427127,1.0201751704143889,0.08594804442832382,0.8612363813428752,0.006370441681659937
11,2004-10-06,1.0330786765853917,1.0372072674685027,-0.004128590883111016,1.0042726888855307,0.0024553729657184505
11,2005-01-06,0.9481036461789363,1.0089473060565841,-0.06084365987764784,0.7041091288756856,0.0037977691395453352
11,2005-04-06,1.0507646200297478,1.014994170536968,0.03577044949277974,1.0989063710675588,0.002710839363728367
11,2005-07-06,0.9405315873102572,0.9935051382521488,-0.0529735509418916,0.9367245075217439,0.003515503777894056
11,2005-10-06,1.0637575879838397,1.0848327895607557,-0.021075201576916003,1.1703523275892658,0.003673930145532612
11,2006-01-06,1.0401093751693986,1.031484159165668,0.008625216003730563,1.0048447392618474,0.0033457463962988858
11,2006-04-06,0.9102951204853522,0.9770500107954296,-0.06675489031007742,1.3003396974606978,0.005582293214084328
11,2006-07-06,0.9892288398218614,1.0671582005272149,-0.0779293607053535,0.9177894913418962,0.003988073732160882
11,2006-10-06,1.0630928293853625,1.044823753065768,0.018269076319594513,1.1176553656491628,0.0032612789620612547
11,2007-01-05,0.9930951946323541,1.0221792905829818,-0.029084095950627775,1.0868316747981208,0.0032584731343572554
11,2007-07-06,1.0889326408116875,1.0289745236945667,0.059958117117120846,0.8718249199833334,0.001941435871914295
11,2007-10-05,0.8771780735765877,0.9365777692332742,-0.05939969565668646,0.9892998757264865,0.0033375139182706976
11,2008-01-07,0.9854231706219158,0.9740145673928675,0.011408603229048242,1.120356153100226,0.0028555907257355054
11,2008-04-07,0.7333051928109423,0.9178564219260883,-0.184551229115146,1.372924698201057,0.012167862649013548
11,2008-07-07,0.8139387343138178,0.7965241249003622,0.01741460941345563,1.0775817484323045,0.004131332127639907
11,2008-10-06,0.8666578172965502,0.7694681533957096,0.0971896639008406,1.3006061040332768,0.005264519694176989
11,2009-01-06,0.8249404293385351,0.9068212365059035,-0.08188080716736845,0.9191249637973948,0.006102992974471717
11,2009-04-06,1.0619470755845173,1.0717688099187668,-0.009821734334249488,1.3613261627044255,0.005619562951340167
11,2009-07-06,1.2021685641717696,1.1804093373375455,0.021759226834224155,0.8961644418241624,0.011522775203102836
11,2009-10-06,1.0491867186170192,1.089187446776709,-0.04000072815968991,0.9434486048323072,0.004874929023052738
11,2010-01-06,1.0335655012451017,1.0519245103103827,-0.018359009065280985,0.9913031665630737,0.004677665135383549
11,2010-04-06,0.8349791091257686,0.870321990394883,-0.035342881269114446,0.6954933414392749,0.008676256940483087
11,2010-07-06,1.063541867743853,1.141401086302655,-0.07785921855880185,1.0189554374663983,0.003994774717337802
11,2010-10-06,1.105103541983605,1.106713314538672,-0.0016097725550670017,0.9733622277046579,0.0028547074075577538
11,2011-01-06,1.1015640649909673,1.051712973560425,0.04985109143054234,1.124211256882091,0.0026440138058303844
11,2011-04-06,1.0037190664108209,1.0104636131818963,-0.006744546771075388,1.030373739675228,0.0039944236745900865
11,2011-07-06,0.9253488849180591,0.8750666471029291,0.05028223781512997,0.9304259029470737,0.0029772432878110693
11,2011-10-06,1.1508990158236063,1.0667987901345195,0.08410022568908682,0.9616058818157877,0.009255925035873545
11,2012-01-06,1.125580674617815,1.0965529634961229,0.029027711121692112,0.9656073449737046,0.004721939318831671
11,2012-04-05,1.0320988411739205,0.9831167164407258,0.04898212473319463,0.9094233767859713,0.004975817729065041
11,2012-07-06,1.0235838960228727,1.0740564280979585,-0.05047253207508584,0.9374507322754787,0.004014351387173847
11,2012-10-05,1.043757257644472,1.011404617806254,0.03235263983821812,1.3402813585108986,0.006379199696144334
11,2013-01-07,1.0433884811851368,1.0647678450851485,-0.021379363900011716,1.0194132142094874,0.0035882820149157036
