,,Index Returns,SPY Returns,Return Diff,Index Beta,Active Risk
11,2013-07-05,1.031333738320424,1.0522894304942643,-0.0209556921738403,1.007090415833891,0.003804455500601497
11,2013-10-07,1.124506040397114,1.0877562185208487,0.03674982187626541,1.0847508864459423,0.003998141907064184
11,2014-01-06,1.0626111892465067,1.0236894847387896,0.038921704507717036,1.0240826739792095,0.011510467095958618
11,2014-10-06,1.003280688065993,1.0384609773687854,-0.03518028930279238,1.0265282617504479,0.002510269645489434
11,2015-01-06,1.046973462754199,1.034888527342333,0.012084935411865949,0.974533505477434,0.0042567551319738365
11,2015-04-06,0.9114538900119935,1.0062270427393987,-0.09477315272740516,1.054812320501032,0.0048274695950936836
11,2015-07-06,0.9424715001152524,0.95903842319124,-0.016566923075987616,0.9836847734719937,0.006065649197509174
11,2015-10-06,1.006629200257837,1.0107494022884747,-0.004120202030637676,1.0515967399623118,0.0030590875781555593
11,2016-01-06,1.0194825834382744,1.030416398098132,-0.010933814659857655,1.0175103131642291,0.002264638741389818
11,2016-04-06,1.0284489086761728,1.0321283862110409,-0.003679477534868081,0.9307959656441658,0.004760293878989375
11,2016-07-06,1.0075896654769216,1.0405931010916876,-0.03300343561476593,0.6786283406255488,0.005707224027173671
11,2016-10-06,1.0797574512250117,1.0568578358300778,0.022899615394933903,1.1053964936935006,0.0029806936567395204
11,2017-01-06,1.0212201642494871,1.044453772077812,-0.023233607828324843,1.0395786349395923,0.002368512088259187
11,2017-04-06,0.9642979436106048,1.0295727090086115,-0.0652747653980067,0.5000000019077668,0.011527256511959516
11,2017-07-06,1.0912907119674011,1.052981688856344,0.03830902311105722,1.3314100390291417,0.005524522450976788
11,2018-01-05,0.9553298079406771,0.9819372636084205,-0.026607455667743363,0.6990952143767433,0.0047627226692716195
11,2018-04-06,0.9821650953028151,1.041472372394853,-0.05930727709203776,1.1480904300809234,0.0043045768756520796
11,2018-07-06,1.1869710615043298,1.0586315136265028,0.1283395478778271,1.0372081941665132,0.004447710618017027
11,2018-10-05,0.9452893624521836,0.8937869023901509,0.05150246006203274,1.0806136529728692,0.004924100856663563
11,2019-01-07,1.1632886396582118,1.1483854500692636,0.014903189588948207,1.1444739028988722,0.004246084920560327
11,2019-04-05,1.0861741705142327,1.044333213127219,0.041840957387013766,0.8340156854124212,0.0055265955652851985
11,2019-07-05,1.0300705103386718,0.9896563167964589,0.04041419354221287,1.0654779082409092,0.004731337895191189
11,2019-10-07,1.069148013925932,1.1051457679034218,-0.03599775397748983,0.9221281352557857,0.004920445280821635
11,2020-01-06,0.866910436794345,0.826331102496218,0.04057933429812699,1.0887036312047453,0.0035730650083234715
11,2020-04-06,1.3662485832147035,1.2830702492352184,0.08317833397948515,1.049076442513243,0.008014742412660696
11,2020-07-06,1.047114647862883,1.0769966868710523,-0.029882039008169325,1.008449995991165,0.0045913376760808
11,2020-10-06,1.0406631252617027,1.07864461836799,-0.0379814931062874,1.3513491164954976,0.008013180011231566
11,2021-01-06,1.0907462689539358,1.0972723599355922,-0.006526090981656463,1.0542192370652756,0.003440688060150019
11,2021-04-06,1.091927158980265,1.0688708876075912,0.023056271372673853,1.0547656066985056,0.010256933100807266
11,2021-07-06,1.0070827272591918,1.005933047033863,0.0011496802253287974,1.0362128190287923,0.006338912023032129
11,2021-10-06,1.0381568796688272,1.0864126699031382,-0.048255790234311036,1.0988248731224635,0.00803396180519091
