K,date,Index Returns Method 1,SPY Returns Method 1,Return Diff Method 1,Index Beta Method 1,Index Returns Method 2,SPY Returns Method 2,Return Diff Method 2,Index Beta Method 2,Active Risk
11,2007-10-05,0.8320000685014811,0.9365777692332742,-0.10457770073179307,1.1798962479804256,0.8771780735765877,0.9365777692332742,-0.05939969565668646,0.9892998757264865,0.0033375139182706976
11,2008-01-07,0.9787161126770182,0.9740145673928675,0.004701545284150677,1.2708964065183477,0.9854231706219158,0.9740145673928675,0.011408603229048242,1.120356153100226,0.0028555907257355054
11,2008-04-07,0.8220720935753238,0.9178564219260883,-0.09578432835076445,1.238579449637712,0.7333051928109423,0.9178564219260883,-0.184551229115146,1.372924698201057,0.012167862649013548
11,2008-07-07,0.828457002979936,0.7965241249003622,0.03193287807957379,1.167859650344467,0.8139387343138178,0.7965241249003622,0.01741460941345563,1.0775817484323045,0.004131332127639907
11,2008-10-06,0.8489270351464481,0.7694681533957096,0.07945888175073845,1.4024814473551703,0.8666578172965502,0.7694681533957096,0.0971896639008406,1.3006061040332768,0.005264519694176989
11,2009-01-06,0.8356182870761975,0.9068212365059035,-0.07120294942970606,1.1135484076107933,0.8249404293385351,0.9068212365059035,-0.08188080716736845,0.9191249637973948,0.006102992974471717
11,2009-04-06,1.10069370794396,1.0717688099187668,0.02892489802519327,1.606025526702596,1.0619470755845173,1.0717688099187668,-0.009821734334249488,1.3613261627044255,0.005619562951340167
11,2009-07-06,1.2566743507864169,1.1804093373375455,0.07626501344887138,1.3455254339149827,1.2021685641717696,1.1804093373375455,0.021759226834224155,0.8961644418241624,0.011522775203102836
11,2009-10-06,1.0272095510422385,1.089187446776709,-0.061977895734470545,1.5184251656221817,1.0491867186170192,1.089187446776709,-0.04000072815968991,0.9434486048323072,0.004874929023052738
11,2010-01-06,1.0605910028592156,1.0519245103103827,0.008666492548832894,1.2111680789476893,1.0335655012451017,1.0519245103103827,-0.018359009065280985,0.9913031665630737,0.004677665135383549
11,2010-04-06,0.8894727979642487,0.870321990394883,0.019150807569365713,1.226479720863071,0.8349791091257686,0.870321990394883,-0.035342881269114446,0.6954933414392749,0.008676256940483087
11,2010-07-06,1.1140361265521348,1.141401086302655,-0.027364959750520113,1.2009085416214813,1.063541867743853,1.141401086302655,-0.07785921855880185,1.0189554374663983,0.003994774717337802
11,2010-10-06,1.1519986223798924,1.106713314538672,0.04528530784122031,1.2500940364552593,1.105103541983605,1.106713314538672,-0.0016097725550670017,0.9733622277046579,0.0028547074075577538
11,2011-01-06,1.0801287557843873,1.051712973560425,0.02841578222396235,1.1971794496738208,1.1015640649909673,1.051712973560425,0.04985109143054234,1.124211256882091,0.0026440138058303844
11,2011-04-06,1.0163256559955312,1.0104636131818963,0.0058620428136348934,1.0147239568855275,1.0037190664108209,1.0104636131818963,-0.006744546771075388,1.030373739675228,0.0039944236745900865
11,2011-07-06,0.8822144928393086,0.8750666471029291,0.007147845736379499,0.9931758127952259,0.9253488849180591,0.8750666471029291,0.05028223781512997,0.9304259029470737,0.0029772432878110693
11,2011-10-06,1.1420039100338069,1.0667987901345195,0.07520511989928735,1.127363979032095,1.1508990158236063,1.0667987901345195,0.08410022568908682,0.9616058818157877,0.009255925035873545
11,2012-01-06,1.1118020590045066,1.0965529634961229,0.015249095508383714,1.1409474004776656,1.125580674617815,1.0965529634961229,0.029027711121692112,0.9656073449737046,0.004721939318831671
11,2012-04-05,0.9677741940156783,0.9831167164407258,-0.015342522425047522,1.4110757121037836,1.0320988411739205,0.9831167164407258,0.04898212473319463,0.9094233767859713,0.004975817729065041
11,2012-07-06,1.064487312115372,1.0740564280979585,-0.009569115982586585,1.1091264138534322,1.0235838960228727,1.0740564280979585,-0.05047253207508584,0.9374507322754787,0.004014351387173847
11,2012-10-05,1.0265046220652214,1.011404617806254,0.015100004258967514,1.280377987391944,1.043757257644472,1.011404617806254,0.03235263983821812,1.3402813585108986,0.006379199696144334
11,2013-01-07,1.0259669819016792,1.0647678450851485,-0.038800863183469314,1.0531727020434467,1.0433884811851368,1.0647678450851485,-0.021379363900011716,1.0194132142094874,0.0035882820149157036
11,2013-04-05,1.1276561986741196,1.051473568382822,0.07618263029129757,1.4389021389466676,1.0433884811851368,1.0647678450851485,-0.021379363900011716,1.0194132142094874,0.0035882820149157036
11,2013-07-05,1.0291613145754743,1.0522894304942643,-0.023128115918789938,1.1556963712317563,1.031333738320424,1.0522894304942643,-0.0209556921738403,1.007090415833891,0.003804455500601497
11,2013-10-07,1.1110399686030064,1.0877562185208487,0.02328375008215766,1.2575013758114508,1.124506040397114,1.0877562185208487,0.03674982187626541,1.0847508864459423,0.003998141907064184
11,2014-01-06,1.0663962758873224,1.0236894847387896,0.04270679114853282,1.184772435289729,1.0626111892465067,1.0236894847387896,0.038921704507717036,1.0240826739792095,0.011510467095958618
11,2014-04-07,1.0710681186308626,1.064680624853979,0.006387493776883524,1.2728006882944976,1.0626111892465067,1.0236894847387896,0.038921704507717036,1.0240826739792095,0.011510467095958618
11,2014-07-07,1.01116368005575,0.9796336790150592,0.031530001040690814,1.4736238619118749,1.0626111892465067,1.0236894847387896,0.038921704507717036,1.0240826739792095,0.011510467095958618
11,2014-10-06,1.0045026815969584,1.0384609773687854,-0.03395829577182696,1.1506686075358195,1.003280688065993,1.0384609773687854,-0.03518028930279238,1.0265282617504479,0.002510269645489434
11,2015-01-06,1.0264391598926046,1.034888527342333,-0.008449367449728351,1.022780366425321,1.046973462754199,1.034888527342333,0.012084935411865949,0.974533505477434,0.0042567551319738365
11,2015-04-06,0.9681995842232285,1.0062270427393987,-0.038027458516170176,1.0615932213095156,0.9114538900119935,1.0062270427393987,-0.09477315272740516,1.054812320501032,0.0048274695950936836
11,2015-07-06,0.9673591397389202,0.95903842319124,0.008320716547680185,1.127011882545647,0.9424715001152524,0.95903842319124,-0.016566923075987616,0.9836847734719937,0.006065649197509174
11,2015-10-06,1.006702668946176,1.0107494022884747,-0.0040467333422986584,1.0695588420245612,1.006629200257837,1.0107494022884747,-0.004120202030637676,1.0515967399623118,0.0030590875781555593
11,2016-01-06,1.0031828076148743,1.030416398098132,-0.027233590483257686,1.0834735972950633,1.0194825834382744,1.030416398098132,-0.010933814659857655,1.0175103131642291,0.002264638741389818
11,2016-04-06,0.9980004920670104,1.0321283862110409,-0.0341278941440305,1.2187635552673357,1.0284489086761728,1.0321283862110409,-0.003679477534868081,0.9307959656441658,0.004760293878989375
11,2016-07-06,1.1116148880584547,1.0405931010916876,0.07102178696676709,1.3192593787515987,1.0075896654769216,1.0405931010916876,-0.03300343561476593,0.6786283406255488,0.005707224027173671
11,2016-10-06,1.0565120741254137,1.0568578358300778,-0.0003457617046640493,1.1949345006237808,1.0797574512250117,1.0568578358300778,0.022899615394933903,1.1053964936935006,0.0029806936567395204
11,2017-01-06,1.0165120655866058,1.044453772077812,-0.027941706491206197,1.1376345845911113,1.0212201642494871,1.044453772077812,-0.023233607828324843,1.0395786349395923,0.002368512088259187
11,2017-04-06,1.0443002247956046,1.0295727090086115,0.01472751578699305,1.4509226368196426,0.9642979436106048,1.0295727090086115,-0.0652747653980067,0.5000000019077668,0.011527256511959516
11,2017-07-06,1.1005338568438277,1.052981688856344,0.04755216798748374,1.250274723660847,1.0912907119674011,1.052981688856344,0.03830902311105722,1.3314100390291417,0.005524522450976788
11,2017-10-06,1.101081098976312,1.0809393630878872,0.020141735888424828,1.1560714404742332,1.0912907119674011,1.052981688856344,0.03830902311105722,1.3314100390291417,0.005524522450976788
11,2018-01-05,0.9916669707111209,0.9819372636084205,0.00972970710270038,1.188933577030642,0.9553298079406771,0.9819372636084205,-0.026607455667743363,0.6990952143767433,0.0047627226692716195
11,2018-04-06,1.014805482786868,1.041472372394853,-0.02666688960798491,1.1506507724173187,0.9821650953028151,1.041472372394853,-0.05930727709203776,1.1480904300809234,0.0043045768756520796
11,2018-07-06,1.1153670675801977,1.0586315136265028,0.056735553953694895,1.216522834778237,1.1869710615043298,1.0586315136265028,0.1283395478778271,1.0372081941665132,0.004447710618017027
11,2018-10-05,0.9572282556508367,0.8937869023901509,0.06344135326068578,1.606321140009886,0.9452893624521836,0.8937869023901509,0.05150246006203274,1.0806136529728692,0.004924100856663563
11,2019-01-07,1.1676689397188496,1.1483854500692636,0.019283489649585928,1.0928712339539812,1.1632886396582118,1.1483854500692636,0.014903189588948207,1.1444739028988722,0.004246084920560327
11,2019-04-05,1.0558915132796765,1.044333213127219,0.011558300152457512,1.1300459465220947,1.0861741705142327,1.044333213127219,0.041840957387013766,0.8340156854124212,0.0055265955652851985
11,2019-07-05,1.000324183051438,0.9896563167964589,0.010667866254979064,1.3343406692818753,1.0300705103386718,0.9896563167964589,0.04041419354221287,1.0654779082409092,0.004731337895191189
11,2019-10-07,1.1305842578548426,1.1051457679034218,0.02543848995142084,1.1421607842829269,1.069148013925932,1.1051457679034218,-0.03599775397748983,0.9221281352557857,0.004920445280821635
11,2020-01-06,0.8497826543364012,0.826331102496218,0.023451551840183216,1.2012389105923207,0.866910436794345,0.826331102496218,0.04057933429812699,1.0887036312047453,0.0035730650083234715
11,2020-04-06,1.3460313930852188,1.2830702492352184,0.0629611438500004,1.129134804656856,1.3662485832147035,1.2830702492352184,0.08317833397948515,1.049076442513243,0.008014742412660696
11,2020-07-06,1.0551424202052184,1.0769966868710523,-0.0218542666658339,1.007539041326257,1.047114647862883,1.0769966868710523,-0.029882039008169325,1.008449995991165,0.0045913376760808
11,2020-10-06,1.024016297072004,1.07864461836799,-0.05462832129598616,1.4947518891263427,1.0406631252617027,1.07864461836799,-0.0379814931062874,1.3513491164954976,0.008013180011231566
11,2021-01-06,1.1281735222370617,1.0972723599355922,0.030901162301469443,1.1614910941585679,1.0907462689539358,1.0972723599355922,-0.006526090981656463,1.0542192370652756,0.003440688060150019
11,2021-04-06,1.1367959477503171,1.0688708876075912,0.06792506014272592,1.2117504505805563,1.091927158980265,1.0688708876075912,0.023056271372673853,1.0547656066985056,0.010256933100807266
11,2021-07-06,1.0053369845930455,1.005933047033863,-0.0005960624408174464,1.165878358587664,1.0070827272591918,1.005933047033863,0.0011496802253287974,1.0362128190287923,0.006338912023032129
11,2021-10-06,1.0219562774253907,1.0864126699031382,-0.06445639247774748,1.1571730389687385,1.0381568796688272,1.0864126699031382,-0.048255790234311036,1.0988248731224635,0.00803396180519091
