date,spy_close,DTB3,spy_ret
2000-01-03,97.19532012939453,0.0527,
2000-01-04,93.3943862915039,0.0527,-0.03910614042765126
2000-01-05,93.56143951416016,0.0528,0.0017886859081106543
2000-01-06,92.05776977539062,0.0525,-0.016071468615464823
2000-01-07,97.40416717529297,0.052199999999999996,0.05807654707415666
2000-01-10,97.73831176757812,0.0524,0.0034304958604471913
2000-01-11,96.56877136230469,0.0527,-0.011966038538240853
2000-01-12,95.60809326171875,0.0529,-0.009948123881391102
2000-01-13,96.90296936035156,0.0525,0.013543582498692919
2000-01-14,98.21861267089844,0.0525,0.013576914301298704
2000-01-18,97.44591522216797,0.0524,-0.007867118336516876
2000-01-19,98.23950958251953,0.0535,0.00814394691190734
2000-01-20,96.73588562011719,0.053200000000000004,-0.015305694916354695
2000-01-21,96.52702331542969,0.053099999999999994,-0.002159098491202216
2000-01-24,93.7911605834961,0.053200000000000004,-0.028342972133237554
2000-01-25,94.85626983642578,0.054000000000000006,0.011356179476865513
2000-01-26,94.1044692993164,0.0541,-0.007925681016192287
2000-01-27,93.7285385131836,0.0542,-0.003994823932719882
2000-01-28,90.80470275878906,0.0548,-0.03119472255489475
2000-01-31,93.26908874511719,0.0553,0.027139409209613774
2000-02-01,94.18797302246094,0.0554,0.009851970140448696
2000-02-02,94.27149963378906,0.054900000000000004,0.0008868076108634604
2000-02-03,95.69168090820312,0.0546,0.01506479985924658
2000-02-04,95.29483795166016,0.055,-0.004147099860474346
2000-02-07,95.14865112304688,0.0547,-0.0015340477171222888
2000-02-08,96.44348907470703,0.0552,0.013608579169300805
2000-02-09,94.4177017211914,0.054900000000000004,-0.02100491565528506
2000-02-10,94.60568237304688,0.055,0.0019909471256838174
2000-02-11,92.68431854248047,0.054900000000000004,-0.02030917998128412
2000-02-14,93.22727966308594,0.0547,0.00585817675680067
2000-02-15,94.28190612792969,0.0558,0.011312423452181308
2000-02-16,92.8931655883789,0.0556,-0.01472966125299191
2000-02-17,92.41279602050781,0.0557,-0.005171204628763193
2000-02-18,90.42879486083984,0.0558,-0.02146890090012743
2000-02-22,90.19908905029297,0.055999999999999994,-0.002540184361633613
2000-02-23,91.26416015625,0.0564,0.011808002909687643
2000-02-24,89.42634582519531,0.056299999999999996,-0.020137306122230636
2000-02-25,89.10267639160156,0.0562,-0.0036193968411326605
2000-02-28,90.97183227539062,0.056299999999999996,0.020977550388881827
2000-02-29,91.84893035888672,0.0562,0.009641424840613588
2000-03-01,92.51722717285156,0.055999999999999994,0.007276043513556152
2000-03-02,92.57989501953125,0.055999999999999994,0.0006773640822870242
2000-03-03,94.3132553100586,0.056299999999999996,0.01872285867424739
2000-03-06,93.3943862915039,0.056600000000000004,-0.00974273462975983
2000-03-07,91.58790588378906,0.0567,-0.01934249454861703
2000-03-08,91.47303009033203,0.0567,-0.0012542681519849275
2000-03-09,94.14619445800781,0.056600000000000004,0.0292235248470063
2000-03-10,93.64497375488281,0.057,-0.005323855159632185
2000-03-13,92.62165832519531,0.0571,-0.010927606561843328
2000-03-14,91.30595397949219,0.0571,-0.0142051477968973
2000-03-15,93.4361343383789,0.056900000000000006,0.02333013638261927
2000-03-16,97.80094909667969,0.057,0.04671441931120146
2000-03-17,98.44731140136719,0.0572,0.006608957383926306
2000-03-20,97.94480895996094,0.0574,-0.005104277955926717
2000-03-21,99.954833984375,0.0574,0.020522016896635575
2000-03-22,100.56199645996094,0.0574,0.006074368305997613
2000-03-23,102.27890014648438,0.057300000000000004,0.017073086722249275
2000-03-24,102.88607025146484,0.0574,0.005936416055617233
2000-03-27,101.79733276367188,0.056900000000000006,-0.010581971739536455
2000-03-28,101.21109008789062,0.0572,-0.0057589198053179524
2000-03-29,101.31570434570312,0.057300000000000004,0.001033624454806814
2000-03-30,99.61984252929688,0.0571,-0.01673839043372527
2000-03-31,100.75043487548828,0.0572,0.011349067790976664
2000-04-03,101.33668518066406,0.056900000000000006,0.0058188364735130005
2000-04-04,100.58293914794922,0.0567,-0.00743803718634628
2000-04-05,99.954833984375,0.057,-0.006244649131303737
2000-04-06,100.8237075805664,0.0572,0.008692662091032366
2000-04-07,101.46232604980469,0.057300000000000004,0.006334010963919168
2000-04-10,101.0644760131836,0.057,-0.0039211602188757855
2000-04-11,100.77139282226562,0.0567,-0.002899962503933984
2000-04-12,98.00764465332031,0.0567,-0.02742592011028211
2000-04-13,96.64673614501953,0.0565,-0.013885738333113573
2000-04-14,91.1192855834961,0.0565,-0.05719231483647247
2000-04-17,94.30174255371094,0.0565,0.034926272191836194
2000-04-18,96.79325866699219,0.0565,0.026420679467955344
2000-04-19,95.89298248291016,0.0565,-0.009301021543032695
2000-04-20,96.35356903076172,0.056299999999999996,0.004803130906201991
2000-04-24,95.30669403076172,0.056100000000000004,-0.010864932254515458
2000-04-25,99.26387023925781,0.056299999999999996,0.041520443540081775
2000-04-26,98.14375305175781,0.0559,-0.011284238512967115
2000-04-27,97.81919860839844,0.0559,-0.0033069292060617927
2000-04-28,97.21202850341797,0.056600000000000004,-0.006207064805459739
2000-05-01,98.53105926513672,0.0567,0.013568596212066186
2000-05-02,96.56295776367188,0.0575,-0.019974427517001403
2000-05-03,94.30174255371094,0.0574,-0.023417004432434996
2000-05-04,95.01363372802734,0.057300000000000004,0.007549077620818467
2000-05-05,96.1651611328125,0.0579,0.012119601783480372
2000-05-08,95.44277954101562,0.0587,-0.007511884587799944
2000-05-09,94.67864227294922,0.0596,-0.008006234434298154
2000-05-10,92.54297637939453,0.0596,-0.022556997463036854
2000-05-11,94.65766906738281,0.0596,0.022850925815469436
2000-05-12,95.68358612060547,0.0596,0.010838182086359449
2000-05-15,97.33765411376953,0.0594,0.01728685201116087
2000-05-16,98.27983856201172,0.0602,0.009679547517561504
2000-05-17,97.25387573242188,0.0588,-0.010439199378034059
2000-05-18,96.06045532226562,0.0575,-0.012271186121566524
2000-05-19,94.5529556274414,0.0571,-0.015693239114543345
2000-05-22,93.84109497070312,0.0571,-0.007528698093195119
2000-05-23,92.45924377441406,0.0584,-0.014725437685061848
2000-05-24,93.96672821044922,0.0575,0.01630431284635181
2000-05-25,92.35455322265625,0.056799999999999996,-0.017156870506146782
2000-05-26,92.45924377441406,0.0565,0.0011335721748921834
2000-05-30,95.47419738769531,0.055999999999999994,0.03260846066010736
2000-05-31,95.68358612060547,0.0548,0.002193144730611163
2000-06-01,97.35855865478516,0.0557,0.017505327737909582
2000-06-02,99.05451202392578,0.057,0.017419663895746007
2000-06-05,98.57292938232422,0.0572,-0.004861794094601524
2000-06-06,98.13331604003906,0.0582,-0.004459777598574521
2000-06-07,98.81371307373047,0.0575,0.006933394907533641
2000-06-08,98.4264144897461,0.0574,-0.003919482144096653
2000-06-09,98.21699523925781,0.0575,-0.0021276732630558515
2000-06-12,97.06546783447266,0.056900000000000006,-0.011724319217667145
2000-06-13,98.88702392578125,0.0572,0.01876626293518635
