date,spy_close,vix_close,DTB3
2000-01-03,97.19530487060547,24.209999084472656,0.0527
2000-01-04,93.39439392089844,27.010000228881836,0.0527
2000-01-05,93.56143951416016,26.40999984741211,0.0528
2000-01-06,92.05777740478516,25.729999542236328,0.0525
2000-01-07,97.40418243408203,21.719999313354492,0.052199999999999996
2000-01-10,97.73828887939453,21.709999084472656,0.0524
2000-01-11,96.5687484741211,22.5,0.0527
2000-01-12,95.60810089111328,22.84000015258789,0.0529
2000-01-13,96.90296936035156,21.709999084472656,0.0525
2000-01-14,98.2186050415039,19.65999984741211,0.0525
2000-01-18,97.44597625732422,21.5,0.0524
2000-01-19,98.23954010009766,21.719999313354492,0.0535
2000-01-20,96.73583984375,21.75,0.053200000000000004
2000-01-21,96.52700805664062,20.81999969482422,0.053099999999999994
2000-01-24,93.79122924804688,24.06999969482422,0.053200000000000004
2000-01-25,94.85629272460938,23.020000457763672,0.054000000000000006
2000-01-26,94.1044692993164,23.030000686645508,0.0541
2000-01-27,93.72853088378906,23.540000915527344,0.0542
2000-01-28,90.80475616455078,26.139999389648438,0.0548
2000-01-31,93.26904296875,24.950000762939453,0.0553
2000-02-01,94.18794250488281,23.450000762939453,0.0554
2000-02-02,94.27149963378906,23.1200008392334,0.054900000000000004
2000-02-03,95.691650390625,22.010000228881836,0.0546
2000-02-04,95.29483795166016,21.540000915527344,0.055
2000-02-07,95.14862823486328,22.790000915527344,0.0547
2000-02-08,96.44345092773438,21.25,0.0552
2000-02-09,94.41769409179688,22.899999618530273,0.054900000000000004
2000-02-10,94.6056900024414,23.06999969482422,0.055
2000-02-11,92.68431091308594,24.420000076293945,0.054900000000000004
2000-02-14,93.22728729248047,24.3799991607666,0.0547
2000-02-15,94.2819595336914,22.920000076293945,0.0558
2000-02-16,92.89311981201172,23.510000228881836,0.0556
2000-02-17,92.4128189086914,23.170000076293945,0.0557
2000-02-18,90.42878723144531,26.0,0.0558
2000-02-22,90.19905853271484,25.860000610351562,0.055999999999999994
2000-02-23,91.26422119140625,23.889999389648438,0.0564
2000-02-24,89.42634582519531,24.3799991607666,0.056299999999999996
2000-02-25,89.10265350341797,25.200000762939453,0.0562
2000-02-28,90.97180938720703,24.68000030517578,0.056299999999999996
2000-02-29,91.84893035888672,23.3700008392334,0.0562
2000-03-01,92.51725769042969,21.639999389648438,0.055999999999999994
2000-03-02,92.57989501953125,21.059999465942383,0.055999999999999994
2000-03-03,94.31330108642578,19.209999084472656,0.056299999999999996
2000-03-06,93.39439392089844,21.5,0.056600000000000004
2000-03-07,91.5878677368164,24.309999465942383,0.0567
2000-03-08,91.47300720214844,23.81999969482422,0.0567
2000-03-09,94.14616394042969,22.209999084472656,0.056600000000000004
2000-03-10,93.64501190185547,21.239999771118164,0.057
