Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,176.3000030517578,174.1699981689453,175.41000366210938,176.05999755859375,2571500.0,164.88121032714844
2019-01-03,176.4499969482422,174.41000366210938,175.4499969482422,174.89999389648438,3728200.0,163.7948760986328
2019-01-04,179.1999969482422,175.69000244140625,176.02999877929688,178.27999877929688,3194300.0,166.9602508544922
2019-01-07,181.8800048828125,178.13999938964844,178.13999938964844,180.22000122070312,3283000.0,168.77706909179688
2019-01-08,182.2899932861328,179.91000366210938,181.9600067138672,180.60000610351562,2941400.0,169.13296508789062
2019-01-09,180.89999389648438,179.19000244140625,180.55999755859375,180.2899932861328,2680700.0,168.8426055908203
2019-01-10,181.8800048828125,179.32000732421875,179.83999633789062,181.5500030517578,2498500.0,170.0226287841797
2019-01-11,182.39999389648438,180.4600067138672,180.58999633789062,182.3699951171875,2348900.0,170.79055786132812
2019-01-14,181.75,180.69000244140625,181.4199981689453,181.22000122070312,1886200.0,169.71359252929688
2019-01-15,183.2100067138672,180.74000549316406,181.47000122070312,181.02000427246094,3860200.0,169.52627563476562
2019-01-16,181.52999877929688,179.13999938964844,180.94000244140625,179.35000610351562,3375600.0,167.96231079101562
2019-01-17,181.11000061035156,179.02999877929688,179.25,181.11000061035156,3061000.0,169.61058044433594
2019-01-18,183.25999450683594,180.94000244140625,183.0399932861328,182.57000732421875,3498000.0,170.97787475585938
2019-01-22,185.47999572753906,182.25,182.25,184.57000732421875,3190300.0,172.8508758544922
2019-01-23,186.1699981689453,184.11000061035156,184.77999877929688,186.08999633789062,2530700.0,174.2743682861328
2019-01-24,187.8800048828125,185.94000244140625,186.86000061035156,187.3699951171875,3214200.0,175.47311401367188
2019-01-25,189.4199981689453,183.92999267578125,188.77000427246094,184.0,4405600.0,172.3170928955078
2019-01-28,183.72000122070312,181.8300018310547,183.05999755859375,183.60000610351562,4138700.0,171.94247436523438
2019-01-29,183.72000122070312,180.97000122070312,183.27999877929688,182.1699981689453,3666700.0,170.603271484375
2019-01-30,187.7899932861328,178.6699981689453,182.9199981689453,181.77000427246094,9489900.0,170.22865295410156
2019-01-31,181.85000610351562,176.8699951171875,180.25,178.77999877929688,10440100.0,167.42852783203125
2019-02-01,180.49000549316406,176.47999572753906,179.5500030517578,176.72000122070312,6529200.0,165.4993133544922
2019-02-04,177.77999877929688,175.66000366210938,177.2899932861328,177.5500030517578,4533800.0,166.276611328125
2019-02-05,179.4199981689453,177.22000122070312,177.7100067138672,177.57000732421875,4495900.0,166.29534912109375
2019-02-06,177.5500030517578,175.99000549316406,177.5500030517578,176.17999267578125,3965200.0,164.99359130859375
2019-02-07,176.25999450683594,174.30999755859375,176.0,175.27999877929688,4176300.0,164.15074157714844
2019-02-08,175.47000122070312,174.39999389648438,174.77000427246094,174.75,4051600.0,163.6543731689453
2019-02-11,175.89999389648438,174.1699981689453,175.24000549316406,174.25999450683594,3216400.0,163.1954803466797
2019-02-12,175.27999877929688,173.8000030517578,174.7899932861328,173.97000122070312,4692800.0,162.92388916015625
2019-02-13,174.66000366210938,173.75,174.0,174.14999389648438,5283000.0,163.09246826171875
2019-02-14,176.44000244140625,173.41000366210938,173.92999267578125,175.8699951171875,4428800.0,164.70326232910156
2019-02-15,179.97999572753906,177.00999450683594,177.27999877929688,179.97000122070312,4648600.0,168.54296875
2019-02-19,181.89999389648438,179.16000366210938,181.11000061035156,179.25,4765400.0,167.86866760253906
2019-02-20,180.9199981689453,179.33999633789062,179.47000122070312,180.49000549316406,3707400.0,169.02993774414062
2019-02-21,183.33999633789062,180.39999389648438,180.4499969482422,182.80999755859375,4391000.0,171.20265197753906
2019-02-22,183.41000366210938,182.0,182.97999572753906,183.1699981689453,3073500.0,171.53977966308594
2019-02-25,184.7100067138672,182.41000366210938,183.92999267578125,182.61000061035156,3090800.0,171.0153350830078
2019-02-26,183.80999755859375,182.47000122070312,183.44000244140625,183.2100067138672,2219100.0,171.5772247314453
2019-02-27,184.05999755859375,182.83999633789062,183.07000732421875,183.36000061035156,2261700.0,171.7176971435547
2019-02-28,183.97999572753906,182.00999450683594,182.1300048828125,183.83999633789062,3297900.0,173.2633514404297
2019-03-01,185.64999389648438,184.07000732421875,184.58999633789062,185.0500030517578,2691000.0,174.40374755859375
2019-03-04,184.72999572753906,179.6999969482422,184.5500030517578,180.58999633789062,4899800.0,170.20033264160156
2019-03-05,181.75,180.35000610351562,180.60000610351562,181.35000610351562,3362500.0,170.9166259765625
2019-03-06,183.4600067138672,181.89999389648438,182.0,182.02999877929688,2083900.0,171.5574951171875
2019-03-07,182.38999938964844,179.9499969482422,182.1199951171875,180.52000427246094,3268100.0,170.13436889648438
2019-03-08,180.0,178.27000427246094,179.75,179.5,2757200.0,169.17306518554688
2019-03-11,181.1199951171875,179.8000030517578,180.0,181.0800018310547,2071500.0,170.66212463378906
2019-03-12,182.10000610351562,180.66000366210938,181.6699981689453,181.8300018310547,2191800.0,171.36900329589844
2019-03-13,183.17999267578125,181.6999969482422,182.52000427246094,182.05999755859375,2612100.0,171.5857696533203
2019-03-14,182.77999877929688,180.6699981689453,181.99000549316406,182.74000549316406,2375300.0,172.22665405273438
2019-03-15,185.4600067138672,182.11000061035156,183.27000427246094,185.3300018310547,6010500.0,174.6676483154297
2019-03-18,186.25999450683594,183.41000366210938,185.97999572753906,183.9499969482422,3669200.0,173.36705017089844
2019-03-19,184.3699951171875,182.52999877929688,184.05999755859375,183.11000061035156,4102800.0,172.57533264160156
2019-03-20,185.36000061035156,182.32000732421875,183.3800048828125,184.97000122070312,3522400.0,174.32833862304688
2019-03-21,186.6300048828125,184.42999267578125,184.44000244140625,186.3699951171875,2830200.0,175.6478271484375
2019-03-22,188.64999389648438,185.94000244140625,185.9600067138672,186.80999755859375,3319600.0,176.06248474121094
2019-03-25,186.4600067138672,184.00999450683594,186.25,185.72000122070312,2651600.0,175.0352020263672
2019-03-26,188.8800048828125,186.35000610351562,186.64999389648438,187.47999572753906,2609600.0,176.69393920898438
2019-03-27,188.66000366210938,187.02999877929688,187.63999938964844,187.50999450683594,1684800.0,176.72219848632812
2019-03-28,189.4499969482422,187.92999267578125,187.97000122070312,189.38999938964844,1977100.0,178.4940643310547
2019-03-29,190.52000427246094,188.91000366210938,190.25,189.89999389648438,2952000.0,178.97471618652344
2019-04-01,190.85000610351562,187.74000549316406,190.5,188.38999938964844,3195100.0,177.55157470703125
2019-04-02,188.9499969482422,186.6999969482422,188.91000366210938,188.35000610351562,1797700.0,177.51390075683594
2019-04-03,189.24000549316406,187.6199951171875,188.8800048828125,188.35000610351562,2512300.0,177.51390075683594
2019-04-04,190.72999572753906,188.89999389648438,189.0500030517578,189.8699951171875,2324900.0,178.9464569091797
2019-04-05,191.24000549316406,190.07000732421875,190.35000610351562,190.7100067138672,2438400.0,179.7381134033203
2019-04-08,191.5,189.60000610351562,190.7100067138672,189.85000610351562,2290100.0,178.92758178710938
2019-04-09,190.27999877929688,188.44000244140625,189.39999389648438,190.0800018310547,2279500.0,179.1443634033203
2019-04-10,191.3000030517578,188.75999450683594,190.55999755859375,189.22000122070312,2406800.0,178.3338165283203
2019-04-11,189.47999572753906,188.0500030517578,189.27999877929688,188.8800048828125,1740400.0,178.01341247558594
2019-04-12,192.27999877929688,189.57000732421875,189.58999633789062,191.60000610351562,3238800.0,180.57693481445312
2019-04-15,192.35000610351562,190.85000610351562,191.77000427246094,191.85000610351562,1973500.0,180.81253051757812
2019-04-16,193.07000732421875,191.38999938964844,192.5,191.6999969482422,1559200.0,180.67117309570312
2019-04-17,192.35000610351562,191.3699951171875,192.0,191.61000061035156,1875000.0,180.58631896972656
2019-04-18,195.0,191.66000366210938,191.77000427246094,194.91000366210938,2918400.0,183.6964874267578
2019-04-22,194.72999572753906,193.3800048828125,194.0,193.9199981689453,1738400.0,182.763427734375
2019-04-23,195.9499969482422,194.1199951171875,194.30999755859375,195.25999450683594,2192900.0,184.02633666992188
2019-04-24,198.25999450683594,195.33999633789062,195.57000732421875,197.6300048828125,3070100.0,186.260009765625
2019-04-25,198.02000427246094,195.6199951171875,196.49000549316406,197.92999267578125,2040800.0,186.54270935058594
2019-04-26,198.60000610351562,196.5399932861328,198.47000122070312,197.4199981689453,2302100.0,186.0620880126953
2019-04-29,198.36000061035156,195.39999389648438,197.97999572753906,197.1199951171875,3456100.0,185.77932739257812
2019-04-30,200.0,195.5,198.85000610351562,197.57000732421875,6162300.0,186.20347595214844
2019-05-01,197.19000244140625,193.9499969482422,195.8699951171875,194.1699981689453,4059600.0,182.99905395507812
2019-05-02,195.14999389648438,193.32000732421875,194.19000244140625,194.61000061035156,2418000.0,183.4137725830078
2019-05-03,197.97000122070312,194.75,195.33999633789062,197.52000427246094,2915200.0,186.15634155273438
2019-05-06,199.17999267578125,195.94000244140625,196.52999877929688,198.89999389648438,2371300.0,187.45692443847656
2019-05-07,199.6199951171875,196.72999572753906,197.9600067138672,198.0399932861328,3072500.0,186.64639282226562
2019-05-08,199.08999633789062,196.75,197.7100067138672,198.02999877929688,2040900.0,186.636962890625
2019-05-09,198.30999755859375,196.41000366210938,197.1199951171875,197.72999572753906,1923600.0,186.35423278808594
2019-05-10,200.36000061035156,197.02000427246094,197.05999755859375,199.99000549316406,2668800.0,188.4842071533203
2019-05-13,199.91000366210938,197.27999877929688,198.0,199.02999877929688,2809400.0,187.5794219970703
2019-05-14,199.61000061035156,197.63999938964844,198.8300018310547,198.00999450683594,2787700.0,186.61814880371094
2019-05-15,199.72999572753906,197.5,197.66000366210938,199.07000732421875,1899000.0,187.61715698242188
2019-05-16,200.6300048828125,198.88999938964844,199.36000061035156,199.99000549316406,2520500.0,188.4842071533203
2019-05-17,200.3699951171875,198.8000030517578,198.86000061035156,199.22000122070312,2239600.0,187.75851440429688
2019-05-20,200.67999267578125,198.27999877929688,199.22000122070312,198.99000549316406,2217400.0,187.54176330566406
2019-05-21,201.14999389648438,199.07000732421875,200.88999938964844,199.83999633789062,2264600.0,188.3428497314453
2019-05-22,200.1699981689453,198.5,199.52000427246094,199.9600067138672,1760300.0,188.45596313476562
2019-05-23,199.42999267578125,198.10000610351562,198.80999755859375,198.97000122070312,3560400.0,187.5229034423828
2019-05-24,199.89999389648438,197.3300018310547,199.8699951171875,197.77000427246094,2105800.0,186.39193725585938
2019-05-28,199.3800048828125,196.3800048828125,198.27999877929688,196.6699981689453,3675100.0,185.35523986816406
2019-05-29,196.6999969482422,194.85000610351562,195.85000610351562,196.02000427246094,2925100.0,184.7425994873047
2019-05-30,199.4199981689453,195.77999877929688,196.00999450683594,199.24000549316406,2685000.0,187.77735900878906
2019-05-31,200.02999877929688,197.25,197.41000366210938,198.27000427246094,3669100.0,187.95748901367188
2019-06-03,199.10000610351562,197.32000732421875,198.36000061035156,198.77999877929688,3211800.0,188.44093322753906
2019-06-04,200.3000030517578,198.7899932861328,199.0,199.6300048828125,3829900.0,189.24673461914062
2019-06-05,200.55999755859375,199.25,200.0800018310547,200.1300048828125,4294600.0,189.72076416015625
2019-06-06,203.3800048828125,200.02999877929688,200.1199951171875,203.0500030517578,4657600.0,192.48887634277344
