Date,High,Low,Open,Close,Volume,Adj Close
2019-01-02,43.32500076293945,42.252498626708984,43.16999816894531,42.45750045776367,10549600.0,40.00981521606445
2019-01-03,42.790000915527344,42.16749954223633,42.477500915527344,42.352500915527344,9260800.0,39.91087341308594
2019-01-04,43.147499084472656,42.165000915527344,42.287498474121094,43.13249969482422,10848800.0,40.645896911621094
2019-01-07,43.23500061035156,42.625,42.912498474121094,43.06999969482422,9478000.0,40.58699417114258
2019-01-08,43.4474983215332,42.89250183105469,43.037498474121094,43.3849983215332,10599600.0,40.88383865356445
2019-01-09,43.5,43.01250076293945,43.38999938964844,43.1974983215332,7047600.0,40.70714569091797
2019-01-10,43.904998779296875,43.13750076293945,43.32500076293945,43.84749984741211,11384800.0,41.31968307495117
2019-01-11,44.03499984741211,43.412498474121094,43.78499984741211,43.9275016784668,8860000.0,41.39506149291992
2019-01-14,43.654998779296875,42.337501525878906,43.654998779296875,42.807498931884766,15355600.0,40.33963394165039
2019-01-15,43.95249938964844,42.6875,42.84749984741211,43.68000030517578,9261200.0,41.161834716796875
2019-01-16,43.727500915527344,43.20750045776367,43.505001068115234,43.66999816894531,7059200.0,41.152408599853516
2019-01-17,43.97999954223633,43.61000061035156,43.782501220703125,43.872501373291016,8200800.0,41.34323501586914
2019-01-18,44.15250015258789,43.77750015258789,44.099998474121094,44.022499084472656,7414400.0,41.48458480834961
2019-01-22,44.48749923706055,43.810001373291016,43.85749816894531,44.345001220703125,8654400.0,41.78849792480469
2019-01-23,44.8650016784668,44.04750061035156,44.48500061035156,44.845001220703125,9089200.0,42.259674072265625
2019-01-24,45.220001220703125,44.4900016784668,44.814998626708984,45.06999969482422,9812800.0,42.47170639038086
2019-01-25,44.872501373291016,43.47999954223633,44.625,43.54999923706055,15254400.0,41.03932571411133
2019-01-28,44.02750015258789,42.942501068115234,44.02750015258789,43.11750030517578,11976800.0,40.63176345825195
2019-01-29,43.35749816894531,42.935001373291016,43.27000045776367,43.21500015258789,7924400.0,40.72364044189453
2019-01-30,43.657501220703125,43.025001525878906,43.060001373291016,43.397499084472656,8345600.0,40.895626068115234
2019-01-31,44.8224983215332,43.337501525878906,43.36000061035156,44.744998931884766,12519600.0,42.16543960571289
2019-02-01,44.779998779296875,44.125,44.592498779296875,44.45500183105469,8934000.0,41.89216613769531
2019-02-04,44.54750061035156,44.032501220703125,44.27750015258789,44.525001525878906,11302000.0,41.95812225341797
2019-02-05,44.67499923706055,44.192501068115234,44.39250183105469,44.54249954223633,7956800.0,41.974613189697266
2019-02-06,44.810001373291016,44.400001525878906,44.682498931884766,44.525001525878906,6647200.0,41.95812225341797
2019-02-07,45.36249923706055,44.470001220703125,44.5,45.337501525878906,8516800.0,42.723785400390625
2019-02-08,45.842498779296875,45.255001068115234,45.3025016784668,45.752498626708984,7322400.0,43.11484909057617
2019-02-11,45.98249816894531,45.58000183105469,45.60499954223633,45.752498626708984,7404400.0,43.11484909057617
2019-02-12,46.102500915527344,45.41999816894531,45.75,45.817501068115234,7004800.0,43.17610549926758
2019-02-13,45.96500015258789,45.60749816894531,45.76499938964844,45.712501525878906,5726400.0,43.07716369628906
2019-02-14,46.11000061035156,45.6349983215332,45.84000015258789,45.65250015258789,6408000.0,43.0206184387207
2019-02-15,46.27750015258789,45.82500076293945,46.15250015258789,46.0099983215332,8813200.0,43.357513427734375
2019-02-19,46.45249938964844,45.849998474121094,46.032501220703125,46.342498779296875,9774000.0,43.67083740234375
